,Date,Open,High,Low,Close,Volume,Adj Close
18,2018年5月24日,4990,5030,4890,4915,428200,4915
19,2018年5月23日,4975,5030,4975,4995,216700,4995
0,2018年5月22日,5050,5090,5030,5040,205100,5040
1,2018年5月21日,5090,5160,5070,5080,172400,5080
2,2018年5月18日,5050,5120,5010,5110,157500,5110
3,2018年5月17日,5020,5070,4980,5060,162600,5060
4,2018年5月16日,4970,5040,4970,5020,160800,5020
5,2018年5月15日,5030,5060,5000,5000,214300,5000
6,2018年5月14日,5040,5060,4985,5060,171500,5060
7,2018年5月11日,4995,5080,4985,5070,140100,5070
8,2018年5月10日,5020,5040,4960,5020,163800,5020
9,2018年5月9日,4965,5060,4955,4985,390600,4985
10,2018年5月8日,4935,4945,4875,4935,438800,4935
11,2018年5月7日,5040,5090,4915,4950,401200,4950
12,2018年5月2日,5160,5170,5020,5040,292400,5040
13,2018年5月1日,5040,5190,4935,5170,760500,5170
14,2018年4月27日,4615,4700,4570,4690,362800,4690
15,2018年4月26日,4600,4665,4595,4650,273600,4650
16,2018年4月25日,4590,4595,4545,4590,530400,4590
17,2018年4月24日,4650,4660,4595,4660,246000,4660
18,2018年4月23日,4680,4690,4605,4625,179600,4625
19,2018年4月20日,4675,4690,4650,4665,135700,4665
0,2018年4月19日,4765,4765,4665,4675,268000,4675
1,2018年4月18日,4675,4740,4670,4725,185300,4725
2,2018年4月17日,4675,4725,4650,4655,338500,4655
3,2018年4月16日,4650,4685,4630,4675,168300,4675
4,2018年4月13日,4720,4730,4655,4660,266800,4660
5,2018年4月12日,4715,4725,4665,4700,251800,4700
6,2018年4月11日,4790,4790,4650,4665,428300,4665
7,2018年4月10日,4765,4780,4715,4770,350400,4770
8,2018年4月9日,4700,4775,4645,4760,359100,4760
9,2018年4月6日,4690,4745,4665,4685,381500,4685
10,2018年4月5日,4630,4730,4625,4685,381500,4685
11,2018年4月4日,4490,4575,4450,4550,316200,4550
12,2018年4月3日,4420,4470,4420,4440,250200,4440
13,2018年4月2日,4565,4570,4465,4470,325900,4470
14,2018年3月30日,4590,4630,4540,4595,336300,4595
15,2018年3月29日,4560,4570,4500,4565,368900,4565
16,2018年3月28日,4410,4475,4400,4465,201500,4465
17,2018年3月27日,4370,4460,4370,4455,163700,4455
18,2018年3月26日,4280,4360,4260,4360,245500,4360
19,2018年3月23日,4395,4420,4320,4335,366700,4335
0,2018年3月22日,4480,4520,4455,4520,243300,4520
1,2018年3月20日,4490,4520,4465,4505,296700,4505
2,2018年3月19日,4600,4600,4500,4515,168100,4515
3,2018年3月16日,4675,4695,4620,4640,282100,4640
